Tweet_Text,class,polarity
Some people went for protest and didn t come back We didn t see their bodies or hear anything from them,negative,0.0
Suddenly the security forces that were circling and shooting at peaceful  protesters are nowhere to be found,negative,0.125
I salute this courageous and humane young Nigerian Air Force officer.,positive,0.1
"Who ordered the shooting of peaceful protesters at lekki on the 20th of October,2020???  ",neutral,0.125
NigeriansAre these not protesters? Did their government order that they be shot? Instead of you to blame the heartless an ,negative,0.0
Just seen the Tinubu video. I think we need to make Lagos the target for 2023. Try to take as many seats in the HOA.,positive,0.5
As we fight  in nigeria Prayers for our dear brothers and sisters in Dr Congo also matter,negative,0.0
All hope is NOT lost! We will WITNESS a New Nigeria that works for all! ,positive,0.17045454545454544
Funny moment today. I saw this Tinubu look alike at the protest and was about to two-foot tackle him before realizing he wasn't the one,negative,0.25
They just told me now that Abia Covid-19 Palliative are stored at World Bank Road adjacent Golden Guinea junction.,positive,0.3
I won t be distracted with all the stories around the palliatives! Who ordered the shooting at the Lekki toll gate?,neutral,0.0
If your tired and feel the  protest is not worth  it Watch this and listen for yourself,neutral,-0.275
i don t like it when things start to die down when my people are still dying,negative,-0.15555555555555559
Africa is bleeding,negative,0.0
Who Ordered the Massacre at Lekki Toll Gate?,negative,0.0
"   Thank you, Napoli, Italy for standing up! ",positive,0.0
"The  protest started very peaceful until some people in high places carried thugs in expensive cars and police Vehicles to distrupt it""",negative,-0.0050000000000000044
"  Who ordered the shooting of peaceful protesters at lekki on the 20th of October, 2020?Who is resigning?",negative,0.125
"  I can hear the voices singing the National Anthem, I can also hear the sounds of Gunshots. ",negative,0.0
Please Retweet Immediately.COVID -19 PALLIATIVE MEANT FOR NIGERIANS FOUND IN WAREHOUSES IN CALABAR CROSS RIVER STATE,neutral,0.0
"  Wherever you are, God will bless you for this   ",positive,0.0
"  My statement regarding the ongoing kidnapping, harassment and extortion in  by a controversial police unit known as sars",negative,0.55
"  Some people will see misfortune and think it's their village people, not knowing it's self inflicted.",negative,0.0
  Why do thugs and hoodlums never  infiltrate  pro government protests?  ,negative,0.0
"  Bombarding the whole streets with  posters won t be a bad idea. I mean, same way they bombard us with campaign posters",negative,-0.20312499999999994
What s happening in Nigeria. This injustice needs to be stopped. Our support is with the citizens of Nigeria.,positive,0.0
Youths of Nigeria know who the good people are. Only the bad ones amongst them are afraid.,positive,-0.14999999999999997
They are still rejoicing over the setback they caused during  protest.,negative,0.0
"  So y all, are we just going to retreat into our houses and leave this guy with these savages?",negative,0.0
The only constitutional means of getting justice is through the actions of the court. Let's tender our case. Please retweet. ,positive,0.0
They can't divide us! Biafrans are our brother.,positive,0.0
Forensic Analysis Shows Videos Were Genuine,positive,0.4
Foreign media who witnessed    Shooting,negative,-0.125
"   never ending anytime soon.  It's now spreading across the world. This is Auckland, New Zealand. Aluta continua ",negative,0.13636363636363635
Dear NIGERIA: Tell your Police/Army to STOP killing those you call HOODLUMS;,positive,0.0
Diaspora Nigerians really holding it down for,positive,0.022222222222222213
"  Never forget that this government was ready to watch everything burn, rather than simply disband a rogue law enforcement agency",negative,0.1
These guys can t be protesting for us and we go dey sit down dey look,negative,-0.15555555555555559
   This is the most important moment in Nigeria's history.  says the  youth have come together  and decided  enough is enough,positive,0.225
PLEASE LET S CREATE AWARENESS FOR THIS! THE NIGERIAN ARMY HAS NOW ALLEGEDLY ASSUMED THE ROLE OF SARS!  ,negative,-0.125
Why the hike in prices I dont understand. How does affect the price of oil and cement. Wetin concern fish with rain coat,negative,0.0
We still don't have any official statement on who ordered soldiers to Lekki to fire on  protesters,negative,0.0
cause we want to live to see the next day,positive,0.06818181818181818
Now they are looting the homes of SIN-Nators . A man ran off with a set of expensive looking suits.,negative,-0.5
The UNITY of the OPPRESSED is key at the moment and our peoples are enjoined to avoid any action that could be misintepreted,negative,0.05
Sanwo-Olu knew that the military were there.,neutral,-0.1
"  So Tinubu still Calls himself the Asiwaju of Lagos and Jagaban, after the brutal killing of innocent youths.",negative,-0.1875
"  While you eat your suya,  always read the headlines.    ",positive,0.0
"  Our people in Raleigh, NC. Taking the movement to the next level. No slowing down, no backing down! ",neutral,-0.1166666666666667
"   . We must win this fight, those who lost their lives must get justice..",positive,0.8
They have deployed the air force to help quell the situation hopefully it works.,positive,0.0
Nigerians in London are giving me ginger!!!! ,positive,0.0
"   Who ordered the shooting of peaceful protesters at lekki on the 20th of October,2020??? ",neutral,0.125
Please let s stop stealing from people s stores it s actually not fair,positive,-0.35
Her name is SWITCH.... DJ Switch.And if you don't know... now you know,positive,0.0
"  : The Lekki Toll Gate Massacre of October 20th 2020 happened, we saw it. We have video evidence to back it up. ",negative,0.0
Hunger in the land.,negative,0.0
See what Kaduna State Government shared in April as palliative during the two weeks lockdown,positive,0.0
The truth can only be delayed but it will definitely come out!!! Apply more pressure,positive,0.16666666666666666
"  Remembering that the military first denied being at the Lekki toll, despite video evidence",negative,0.075
"  THEY LOCKED PEOPLE INSIDE A WAREHOUSE IN ILORIN AND OPENED FIRE ON THEM, THATS ANOTHER MASSACRE. ",negative,0.0
"Nigerians in Canada honour those who lost their lives fighting for  justice""",positive,0.0
"  Soldiers approaching lekki toll gate  good morning sir, who ordered those military men to shoot ,",negative,0.19999999999999998
" I agree but we all need  to calm down restrategise and then come back fully prepared, ",positive,0.048148148148148155
"  I woke up and wrote this, this is how I use my voice, how will you use yours?  My prayer.  ",positive,0.0
"  I can't stop looking at this picture, it give me courage and mind. Sleep can't enter my eyes, I can't keep my eyes off the picture",positive,0.0
That we find SARS on the street after they have been disbanded is an invitation to mob and run them over. Because the govern ,negative,0.0
isn't trending anymore and that's that??? ,negative,0.0
A good day to remind you that James Nwafor has not been arrested,positive,0.7
Jack didn t give us the sticker to render it useless. Tweet  now.,positive,-0.5
"    Lied to the entire world he didn t know how the military got to Lekki, ",negative,-0.05
"  Once you accept defeat, then they ve won. ",positive,0.0
"If our government cannot give out indomie and rice,is it job that they will give you??  ",negative,0.0
This is OC AREMU he's responsible for the killing of ABBAS LAWAL brother to the woman in frame 2 she deserves  justice for her ,negative,0.2
Dear slay queenA man is not a poverty alleviation project. Stop looking for men to pay your bills. You are looking for th ,negative,0.0
Things God hates,negative,0.0
May the gentle souls of the departed find rest,positive,0.2
"  We come together and stand up for what is right! The Diaspora can t remain silent. We ask for justice, good governance",positive,0.3523809523809523
"   Left bleeding with broken bones, survivors of run-in with Bariga policemen speak from hospital bed ",negative,-0.2
This is the best way to   IPPIS ASUU Drake  Wikipedia,neutral,1.0
I smell another protest before the end of the year for the same,negative,0.0
The Youth Party thingy may not work because of self interest but I hope it does. I have zero interest in politics. Wish a ,negative,0.0
Footage of the army going to the toll-gate on the day of   https ,neutral,0.0
